matrix,1,2,4,8,16,32
audikw_1,332.622269,179.422670,98.668025,57.146533,36.502414,27.814903
cage12,94.477063,50.027013,27.400783,15.124207,9.384686,6.104620
Si87H76,1368.040513,695.532484,361.491128,185.751984,101.111821,57.214832
atmosmodd,363.750356,190.983283,102.674327,57.246807,34.402453,23.189628
RM07R,764.837777,393.879331,205.811094,110.313340,62.472964,37.167391
nlpkkt80,1045.246566,542.116877,286.541139,156.570224,91.116931,57.355838
