matrix,1,2,4,8,16,32
audikw_1,156.312,114.412,56.233,39.250,26.032,14.671
cage12,413.814,249.170,125.200,67.385,46.229,20.908
Si87H76,2383.206,1362.929,651.129,381.724,242.624,116.887
atmosmodd,103.372,82.302,61.184,42.690,26.478,15.503
RM07R,239.788,191.535,87.309,64.457,45.036,26.231
nlpkkt80,161.687,142.183,96.915,74.756,52.688,30.296
