matrix,1,2,4,8,16,32
audikw_1,74.194339,68.750341,53.576202,40.306423,27.057392,21.064054
cage12,13.906101,11.627082,10.173444,7.648734,5.951173,4.570672
Si87H76,232.610474,145.093337,90.576542,63.185827,39.836120,28.016980
atmosmodd,55.740302,51.054971,42.998242,35.916394,24.047922,17.578171
RM07R,120.441296,85.455649,59.682285,44.696514,29.008874,20.849232
nlpkkt80,143.186373,121.163606,91.692117,74.456798,48.850778,35.456949
